Date,3081.TWO,3357.TWO,3491.TWO,3711.TW,4958.TW,6279.TWO,6290.TWO,8069.TWO
2023-09-21,-0.008620689655172376,-0.008928571428571397,-0.019230769230769273,-0.02183406113537123,-0.03743845371189958,-0.010067182781188455,-0.006825899685957926,-0.011111111111111072
2023-09-22,0.021739130434782705,0.018018018018018056,0.03594771241830075,0.0,0.013306070546210025,0.010169561616789169,0.008591065179476498,0.008426966292134797
2023-09-25,0.0,-0.004424778761061954,0.06940063091482651,0.0044642857142858094,0.005050505050504972,0.01677842803229712,0.04770015674051464,0.013927576601671321
2023-09-26,-0.017021276595744705,-0.01777777777777778,-0.041297935103244865,-0.03111111111111109,-0.01206027083660488,-0.01650155783179541,-0.0032520449258447437,-0.02472527472527475
2023-09-27,-0.012987012987012991,-0.009049773755656076,-0.03692307692307695,0.004587155963302836,-0.007121104332704298,-0.00671145518745897,0.008156606953066747,0.005633802816901401
2023-09-28,0.026315789473684292,0.0,-0.012779552715655007,0.0,0.00819675270763387,-0.0067568031691391806,-0.001618098306724991,0.0056022408963585235
2023-10-02,0.07692307692307687,0.022831050228310446,0.029126213592232997,0.013698630136986356,0.014227657562695395,0.04421778008113986,0.029173407047050404,0.011142061281337101
2023-10-03,-0.019841269841269882,-0.013392857142857095,-0.022012578616352196,-0.0045045045045044585,-0.01402807097263159,-0.003257351227011318,-0.012598413182055901,-0.011019283746556474
2023-10-04,0.0161943319838056,-0.004524886877828038,0.006430868167202508,-0.009049773755656076,-0.010162601468425847,0.032679757937865705,-0.004784676768901597,-0.00835654596100277
2023-10-05,-0.015936254980079667,0.0,-0.0031948881789137795,0.022831050228310446,0.006160148508433716,0.0,-0.00320514035334607,0.02528089887640439
2023-10-06,-0.07287449392712553,0.031818181818181746,0.0064102564102563875,-0.013392857142857095,0.005102040816326481,0.0,0.019292616530873774,-0.002739726027397249
2023-10-11,-0.008733624454148492,-0.022026431718061623,0.006369426751592355,0.045248868778280604,0.020304568527918843,-0.04430380310696702,0.0031545259215892685,-0.005494505494505475
